Judul
pembelajaran aktif kreatif dan mandiri pada mata kuliah algoritma dan pemrograman
pengaruh internet of things iot dalam industri
pengantar teknologi internet of things iot
perancangan prototype smart home dengan konsep internet of thing iot berbasis web server
inovasi internet of things pada sektor pertanian pendekatan analisis scientometrics
analisis sistem pendukung keputusan dengan model klasifikasi berbasis machine learning dalam penentuan penerima program indonesia pintar
persepsi mahasiswa terhadap kualitas layanan pendidikan akademi manajemen informatika dan komputer indonesia amiki banda aceh
internet of things dalam pendidikan di masa pandemi covid19 dan di era masyarakat 50
implementasi internet of things iot untuk meningkatkan kompetensi siswa smk jakarta 1
rancang bangun sistem monitoring data sebaran covid19 secara realtime menggunakan arduino berbasis internet of things iot
implementasi penggunaan cctv berbasis internet of things iot sebagai smart security untuk menanggulangi angka kejahatan studi kasus smk insan cita
teknik analisis data dalam research and development
implementasi data mining untuk analisis data penjualan dengan menggunakan algoritma apriori studi kasus dapoerins
analisis data dengan menggunakan erd dan model konseptual data warehouse
analisis data artikel sistem pakar menggunakan metode systematic review
penerapan data mining untuk analisis data bencana milik bnpb menggunakan algoritma kmeans dan linear regression
analisis dan penerapan algoritma support vector machine svm dalam data mining untuk menunjang strategi promosi
analisis kepuasan mahasiswa terhadap kualitas pelayanan akademik di sekolah tinggi manajemen informatika komputer indonesia
pemanfaatan twitter sebagai media penyebaran informasi oleh dinas komunikasi dan informatika
analisis kepuasan pengguna website manajemen informatika dengan metode eucs berbasis cms
tata kelola keamanan siber dan diplomasi siber indonesia di bawah kelembagaan badan siber dan sandi negara cyber security governance and indonesian
upaya membangun kesadaran keamanan siber pada konsumen ecommerce di indonesia
analisis penerapan sistem keamanan siber terhadap kejahatan siber di indonesia
sistem informasi manajemen
penerapan teknologi komputasi awan cloud computing untuk pembelajaran mahasiswa di perguruan tinggi
strategi dan peningkatan keamanan pada komputasi awan
komputasi awan cloud computing perpustakaan pertanian
peluang dan tantangan penerapan cloud computing komputasi awan sebagai solusi automasi kerjasama antar perpustakaan
analisis strategi komunikasi program indonesia makin cakap digital kementerian komunikasi dan informatika dalam meningkatkan literasi digital
pemanfaatan komputasi awan cloud computing bagi pembelajaran mahasiswa perguruan tinggi
penerapan manajemen resiko pada komputasi awan
pemanfaatan komputasi awan cloud computing pada bidang pendidikan
manajemen dalam konsep dan prinsip pengelolaan pendidikan menggunakan komputasi awan
implementasi sistem terdistribusi menggunakan replikasi database dan web service
keamanan iot dan sistem terdistribusi
sistem aplikasi data bimbingan dan pelanggaran siswa pada sekolah menengah atas di lampung tengah dengan metode analisis dan desain sistem terdistribusi
pengembangan aplikasi penilaian kinerja karyawan berbasis sistem terdistribusi pada cv berkat melimpah dengan menggunakan metode rating scale
studi skalabilitas pemrosesan paralel pada sistem terdistribusi
konsep data mining dan penerapan
penerapan augmented reality sebagai media pembelajaran hewan langka di lindungi di indonesia
pemanfaatan teknik penambangan data pada perguruan tinggi
pengklasteran dan segmentasi karakteristik donatur sedekah daring dengan teknik penambangan data
penambangan data formulir pendaftaran untuk memprediksi kinerja mahasiswa prodi pendidikan matematika unisma menggunakan chaid
penerapan data mining untuk menganalisis data mahasiswa baru stiegk muara bulian
big data di perpustakaan dengan memanfaatkan data mining
pemanfaatan teknik data mining untuk diagnosis penyakit tuberculosis tbc
analisis data mining data netflix menggunakan aplikasi rapid miner
aplikasi pengolah bahasa alami untuk query basisdata akademik dengan format data xml
aplikasi pengolah bahasa alami untuk operasi queri database
algoritma matematika untuk pengolahan bahasa alami
aplikasi pengolahan data alumni diploma tiga manajemen informatika universitas methodist indonesia medan
perbandingan algoritma kemiripan teks untuk perbaikan dan saran penulisan frasa dalam bahasa alami
pengolahan bahasa alami untuk penerjemahan keluhan pasien pada anamnesis dalam bentuk teks atau suara
aplikasi pengolah bahasa alami untuk operasi boolean antar citra
analisis sentimen pada teks diskusi kelas pendekatan pengolahan bahasa alami
implementasi visi komputer dan segmentasi citra untuk klasifikasi bobot telur ayam ras
klasifikasi objek dalam visi komputer dengan analisis diskriminan
penggunaan visi komputer untuk mengidentifiksi jenis buah dari gambar
sistem visi komputer untuk kalkulasi kepadatan kendaraan menggunakan algoritma yolo
sistem presensi pegawai berbasis visi komputer
inovasi pembelajaran melalui game edukasi berbasis visi komputer di tk puri cendekia surabaya
perancangan media informasi program studi teknik informatika dan sistem komputer pada stmik stikom indonesia berbasis animasi 2d
pengembangan media pembelajaran bahasa indonesia berbasis teknologi augmented reality
analisis kelayakan buku ajar milenial berbasis augmented reality ar sebagai media pembelajaran teks prosedur di magelang
peningkatan keterampilan berbicara bahasa indonesia melalui teknologi augmented reality
pengembangan media pembelajaran untuk anak usia dini menggunakan augmented reality
augmented reality untuk meningkatkan keterampilan menulis berbicara keterampilan berpikir kritis dalam pembelajaran bahasa indonesia kelas v sd xyz
tanslator realtime bahasa indonesiatombulu dan tombuluindonesia menggunakan augmented reality
penerapan media berbasis virtual reality untuk menumbuhkan kreativitas peserta didik dalam pembelajaran bahasa indonesia
pengembangan game virtual reality berbasis android menggunakan unity sebagai media penunjang pengenalan bahasa inggris
perancangan sistem aplikasi pembelajaran bahasa inggris berbasis virtual reality dan augmented reality
pengembangan prototipe media pembelajaran berbicara berbasis virtual reality
implementasi web scraping pada portal berita online
implementation of virtual reality technology as a learning media for indonesian language at pusdiklat bahasa badiklat kemhan
sistem analisis sentimen pada ulasan produk menggunakan metode naive bayes
dataset indonesia untuk analisis sentimen
analisis sentimen pada jasa ojek online menggunakan metode naive bayes
pendeteksian sarkasme pada proses analisis sentimen menggunakan random forest classifier
analisis sentimen masyarakat terhadap program kartu prakerja pada twitter dengan metode support vector machine
analisis sentimen masyarakat terhadap paylater menggunakan metode naive bayes classifier
analisis sentimen pro dan kontra masyarakat indonesia tentang vaksin covid19 pada media sosial twitter
pengembangan analisis sentimen dalam rekayasa software engineering menggunakan tinjauan literatur sistematis
web scraping senyawa herbal di indonesia menggunakan selenium python
pengolahan citra dengan menggunakan web cam pada kendaraan bergerak di jalan raya
sistem pengenalan bunga berbasis pengolahan citra dan pengklasifikasi jarak
keamanan iot dengan deep learning dan teknologi big data
implementasi teknologi big data di lembaga pemerintahan indonesia
evaluasi penggunaan teknologi big data untuk analisis data bisnis dan pengambilan keputusan
peluang dan tantangan pemanfaatan teknologi big data untuk mengintegrasikan pelayanan publik pemerintah
penerapan teknologi big data dalam pengembangan database pendidikan
tren pengembangan aplikasi mobile sebuah tinjauan literatur
pengembangan sistem otomatisasi dengan python meningkatkan efisiensi operasional
pengembangan aplikasi mobile interaktif narrative text storytelling bahasa inggris
pengembangan aplikasi mobile phone ai berbahasa indonesia untuk dukungan emosional
pengembangan aplikasi web mobile penjadwalan tugas aparatur desa untuk meningkatkan layanan masyarakat
pengembangan aplikasi open source kamus bahasa isyarat pada aplikasi mobile
aplikasi kamus bahasa jawa indonesia dengan algoritma raita berbasis android
pengembangan aplikasi penyampaian kearifan lokal melalui cerita rakyat bali untuk anak sekolah dasar berbasis mobile
optimasi algoritma nave bayes dengan menggunakan algoritma genetika untuk prediksi kesuburan fertility
optimasi algoritma vector space model dengan algoritma knearest neighbour pada pencarian judul artikel jurnal
analisis optimasi algoritma klasifikasi naive bayes menggunakan genetic algorithm dan bagging
optimasi algoritma klasifikasi c4 5 berbasis particle swarm optimization untuk prediksi penyakit jantung
analisis sentimen terhadap pariwisata di kabupaten grobogan berbasis orange menggunakan naive bayes
optimasi algoritma knearest neighbor untuk klasifikasi tingkat kematangan buah alpukat berdasarkan warna
analisis perbandingan algoritma optimasi pada random forest untuk klasifikasi data bank marketing
analisis pengolahan sinyal radar frequency modulated continuous wave untuk deteksi target
pengembangan game edukasi pengenalan nama hewan dan habitatnya dalam 3 bahasa sebagai media pembelajaran berbasis multimedia
pengembangan game edukasi berbasis android untuk meningkatkan hassil belajar siswa di sekolah dasar
pengembangan media pembelajaran berbasis aplikasi game dalam pembelajaran bahasa indonesia pada siswa kelas xi
pengembangan game edukasi pengenalan bahasa inggris dasar untuk anak tk
pengembangan game petualangan si bolang sebagai media pembelajaran tematik untuk meningkatkan motivasi dan prestasi belajar siswa kelas v sekolah dasar
pengembangan game edukasi berbasis macromedia flash untuk meningkatkan kemampuan belajar bahasa indonesia
game edukasi bahasa indonesia menggunakan metode fisher yates shuffle pada genre puzzle game
penerapan pembelajaran mesin machine learning dan pembelajaran dalam deep learning berkinerja tinggi untuk mendukung sektor pertanian di indonesia
penerapan metode svm dan random forest untuk mendeteksi berita hoaks pada pt global arrow
pengembangan media pembelajaran fisika berbasis game edukasi analisis bibliometrik menggunakan software vosviewer 20172022
desain dan implementasi sistem robotika berbasis mikrokontroller
pembelajaran berbasis stem melalui pelatihan robotika
pengaruh kegiatan robotika terhadap keterampilan berpikir kreatif siswa usia sd
peran otomatisasi dan robotika dalam era digital trasformasi bisnis melalui otomatisasi dan robotika dalam era digital
rekayasa perangkat lunak
rekayasa perangkat lunak pemesanan tiket bioskop berbasis web
pengembangan media pembelajaran bahasa indonesia berbasis website
pengembangan website educandy sebagai alat evaluasi pada pembelajaran bahasa indonesia untuk siswa kelas v
pengembangan emodul bahasa indonesia berbasis web di smk negeri 2 wajo
peringkas teks otomatis berita online komisi pemilihan umum menggunakan algoritma kmeans clustering
pengembangan keterampilan menulis siswa sman 1 semaka melalui web sekolah
pengembangan sistem informasi sekolah berbasis web dua bahasa sma muhammadiyah gading rejo
pengembangan media pembelajaran bipa tingkat dasar berbasis web
pengembangan modul preprocessingteks untuk kasus formalisasi dan pengecekan ejaan bahasa indonesia pada aplikasi web mining simple solution wmss
sistem informasi monitoring pengembangan software pada tahap development berbasis web
metode systematic literature review untuk identifikasi platform dan metode pengembangan sistem informasi di indonesia
penerapan interaksi manusia dan komputer pada antarmuka sistem informasi akademik
teknologi pendidikan kajian aplikasi ruangguru berdasarkan prinsip dan paradigma interaksi manusia dan komputer
augmented reality sebagai metafora baru dalam teknologi interaksi manusia dan komputer
interaksi manusia dan komputer
pengaruh ulasan dan rating terhadap peringkat penjual di shopee
rancangan layar sebagai alat bantu pendewasa interaksi manusia dengan komputer
analisa website prodi sistem informasi unsika berdasarkan prinsip dan paradigma interaksi manusia dan komputer
analisis aplikasi tiktok berdasarkan prinsip dan paradigma interaksi manusia dan komputer menggunakan evaluasi heuristic
implementasi paradigma interaksi manusia komputer pada di era society 50 systematic literature review
penerapan teknologi blockchain pada sistem keamanan informasi
analisis aspek keamanan informasi data pasien pada penerapan rme di fasilitas kesehatan
evaluasi manajemen keamanan informasi menggunakan indeks keamanan informasi kami pada jaringan studi kasus uin sunan kalijaga yogyakarta
analisa pemrosesan paralel untuk kompresi dan dekompresi data
pemrosesan paralel
implementasi web scraping untuk mengumpulkan informasi produk dari situs ecommerce dan marketplace dengan teknik pemrosesan paralel
analisis sentimen masyarakat media sosial twitter terhadap kinerja penjabat gubernur dki jakarta menggunakan model indobert
pemrosesan paralel menggunakan komputer heterogen
pengaruh load balancing pada pemrosesan paralel untuk kompresi video
deteksi kinerja prosesor komputer client dengan cara remote untuk mendukung aplikasi pemrosesan paralel
sinkronisasi data dengan pemrosesan paralel menggunakan model pemrograman mapreduce
pengenalan wajah individu berbasis 3d biometrik
identifikasi biometrik rugae palatina pada individu menggunakan metode binary large object blob dan metode watershed dengan klasifikasi levenberg
analisis pemetaan biometrik menggunakan eeg brainwave dan stimuli berupa gambar
analisis dan implementasi klasifikasi knearest neighbor knn pada sistem identifikasi biometrik telapak kaki manusia
sains data big data dan analisis prediktif sebuah landasan untuk kecerdasan keamanan siber
pengaruh tahapan preprocessing terhadap model indobert dan indobertweet untuk mendeteksi emosi pada komentar akun berita instagram
analisis prediktif pengaruh kemampuan dasar matematika terhadap hasil belajar statistika mahasiswa
analisis kemampuan prediktif laba kotor laba operasi laba bersih arus kas operasi perubahan hutang perubahan piutang perubahan persediaan dan perubahan
analisis prediktif dan preprocessing untuk kualitas buah apel pendekatan machine learning
perancangan sistem pengolahan big data untuk analisis prediktif dalam bisnis dan industri
kebijakan berbasis data analisis dan prediksi penyebaran covid19 di jakarta dengan metode autoregressive integrated moving average arima
implementasi kriptografi klasik pada komunikasi berbasis teks
penerapan teknik kriptografi pada database menggunakan algoritma one time pad
aplikasi pengamanan data dengan teknik algoritma kriptografi aes dan fungsi hash sha1 berbasis desktop
penerapan kriptografi caesar chiper dalam pengamanan data
efektivitas penggunaan teknologi ai dalam pembelajaran bahasa inggris
model klasifikasi berbasis multiclass classification dengan kombinasi indobert embedding dan long shortterm memory untuk tweet berbahasa indonesia
pengenalan jenis kelamin manusia berbasis suara menggunakan mfcc dan gmm
penerapan artificial intelligence ai terhadap seorang penyandang disabilitas tunanetra
pemanfaatan artificial intelligence pada pembelajaran dan asesmen di era digitalisasi
pengembangan prototipe navigasi augmented reality dengan fitur pengenalan suara menggunakan gdlc studi kasus di
analisis pengaruh chatbot dengan fitur pengenalan suara pada situs web perjalanan di kota batam
sistem monitoring gerakan situp berbasis data sensor accelerometer dan gyroscope menggunakan algoritma knearest neighbor pada nodemcu esp8266
pengembangan autoai model generatif analisis kompleksitas waktu algoritma untuk data multisensor iot pada nodered menggunakan extreme learning
analisis kualitas udara menggunakan algoritma kmeans
perancangan line maze solving robot dengan algoritma short path finder
pengembangan algoritma pengenalan bentuk dan arah objek pada sistem omnidirectional vision sensor
implementasi model indobert untuk klasifikasi jenis tindak pidana korupsi berbasis web application
perancangan sistem monitoring dan otomasi pada hidroponik menggunakan algoritma rule base berbasis iot
pengolahan data sensor iot dengan apache spark menggunakan metode batch processing
analisa luasan terumbu karang berdasarkan pengolahan data citra satelit lansat 8 menggunakan algoritma lyzenga
pemodelan data biosensor diabetes tipe 1 dengan algoritma markov chain monte carlo
analisis penyebaran informasi pada sosial media
analisis kecenderungan informasi terkait covid10 berdasarkan big data sosial media dengan menggunakan metode data mining
analisis data twitter ekstraksi dan analisis data g eospasial
analisis data sosial media twitter menggunakan hadoop dan spark
pengaruh sosial media influencer dan trustworthiness terhadap keputusan pembelian kosmetik make over di royal plaza
pengembangan sistem monitoring lingkungan biofisik padi sawah dengan berbagai sistem irigasi
analisis sentimen pengguna x indonesia terkait kendaraan listrik menggunakan indobert
pengembangan sistem monitoring pencemaran udara berbasis protokol zigbee dengan sensor co
implementasi sistem monitoring lingkungan pada budidaya tanaman hidroponik berbasis iot
pengembangan sistem monitoring lingkungan di dalam rumah tanaman dengan pendinginan evaporatif
sistem monitoring hidroponik berbasis iot dengan sensor suhu ph dan ketinggian air menggunakan esp8266
sistem monitoring suhu dan kelembaban berbasis internet of things iot pada ruang data center
peran kecerdasan buatan dalam pengembangan sistem otomatisasi proses bisnis
evaluasi efektivitas sistem deteksi penipuan berbasis ai menggunakan metode regresi logistik untuk meningkatkan keamanan
kecerdasan buatan dalam pengembangan sistem komputer yang biasanya memerlukan kecerdasan manusia
penerapan teknologi kecerdasan buatan atau ai guna mendukung operasional pelabuhan
penggunaan artificial intelligence ai dalam membangun sistem pangan berkelanjutan di indonesia
deteksi aspek review ecommerce menggunakan indobert embedding dan cnn
rancangan sistem pengiriman otomatis tanpa awak untuk pengoptimalan pengiriman dengan pengambilan keputusan rute berbasis ai
pengurangan emisi karbon pada industri logistik dengan penggunaan teknologi artificial intelligence
model sistem logistik bencana berbasis scm berdasarkan kasus erupsi gunung merapi 2010
sistem rekomendasi pada ecommerce menggunakan knearest neighbor
penerapan algoritma genetika pada sistem rekomendasi wisata kuliner
sistem rekomendasi untuk toko online kecil dan menengah
sistem rekomendasi laptop menggunakan collaborative filtering dan contentbased filtering
sistem rekomendasi pemilihan smartphone snapdragon 636 menggunakan metode simple multi attribute rating technique smart
sistem rekomendasi pemilihan laptop dengan metode waspas
sistem rekomendasi content based filtering menggunakan algoritma apriori
finetuning model indobert indonesian bidirectional encoder representations from transformers untuk analisis sentimen berbasis aspek pada aplikasi mpaspor
pembuatan sistem rekomendasi menggunakan decision tree dan clustering
implementasi metode collaborative filtering untuk sistem rekomendasi penjualan pada toko mebel
pemanfaatan data geospasial dalam mewujudkan sistem informasi pertanahan multiguna bagi multipihak
pengelolaan web map services data geospasial batas administrasi desa indikatif kabupaten sintang
modul pelatihan pengolahan data geospasial menggunakan quantum gis
pemanfaatan informasi geospasial melalui interpretasi citra digital penginderaan jauh untuk monitoring perubahan penggunaan lahan
pembuatan web map service data geospasial batas administrasi desa indikatif kabupaten sintang
revitalisasi pengelolaan data spasial dalam mewujudkan penyelenggaraan informasi geospasial berkualitas dan satu data indonesia provinsi lampung serta
strategi pengelolaan data dan informasi geospasial kabupaten barito kuala
penerapan model klasifikasi knearest neighbor dalam pencarian kesesuaian pekerjaan
evaluasi dan implementasi indobert question answering qa pada domain spesifik menggunakan mean reciprocal rank
aplikasi kesehatan digital sebagai konstruksi sosial teknologi media baru
edukasi masyarakat tentang pemanfaatan aplikasi kesehatan online melalui partisipasi pengembangan sistem informasi
pengembangan layanan aplikasi ekonsul
aplikasi kesehatan ibu hamil berbasis android
potensi aplikasi dan perkembangan digital health di indonesia
tantangan dan solusi administrasi kesehatan di era digital tinjauan literature review atas implementasi teknologi
inovasi digital dalam sektor publik studi deskriptif tentang value added inovasi pelayanan kesehatan
kesehatan mental di era digital peluang pengembangan layanan profesional psikolog
pengembangan aplikasi buku saku berbasis android sebagai media pembelajaran hukum kesehatan di akademi farmasi surabaya
sosialisasi pelaksanaan posyandu melalui transformasi digital kesehatan menggunakan aplikasi mobile posyandu q
model indobert untuk identifikasi sentimen kekerasan verbal di twitter
pengembangan sistem pembelajaran html dan css dengan konsep gamification berbasis web
pengembangan sistem pembelajaran online berbasis moodle di jurusan kurikulum dan teknologi pendidikan universitas negeri semarang
analisa dan perancangan sistem pembelajaran online elearning pada smk mambaul falah kudus
pengembangan sistem pembelajaran dalam jaringan pada materi teori graph
pengembangan sistem evaluasi pembelajaran online sivaline dengan fitur gamifikasi
pengembangan sistem informasi elearning mendukung proses pembelajaran jarak jauh
aplikasi rumah pintar smart home pengendali peralatan elektronik rumah tangga berbasis web
rancang bangun purwarupa aplikasi kendali lampu rumah smart home berbasis iot dan android yang terkoneksi dengan firebase
aplikasi internet of things iot dengan arduino dan android membangun smart home dan smart robot berbasis arduino dan android
aplikasi smart card sebagai pengunci elektronis pada smart home
analisis sentimen ulasan pengguna ecommerce di google play store menggunakan metode indobert
pengembangan prototipe sistem pengontrolan daya listrik berbasis iot esp32 pada smart home system
perancangan aplikasi smart home menggunakan esp32 berbasis android
simulasi jaringan smart home dengan sistem berbasis iot
desain interaksi aplikasi pengendali smart home menggunakan smartphone android
pengembangan smart home dengan microcontrollers esp32 dan mc38 door magnetic switch sensor berbasis internet of things iot untuk meningkatkan
pengembangan sistem informasi laporan keuangan digital berbasis web untuk efisiensi manajemen keuangan
literasi keuangan digital untuk mendorong wirausaha berbasis digital
keuangan terdesentralisasi defi dan teknologi keuangan fintech syariah dalam sistem keuangan abad 21
peran manajemen keuangan digital dalam pengelolaan keuangan pada umkm di banjarmasin
literasi keuangan digital dalam aspek hukum bagi santri pondok pesantren as shodiqiyyah kota semarang
meningkatkan rekomendasi menggunakan algoritma perbedaan topik
pendampingan umkm roti desa simoketawang menuju enterpreneur digital
pengembangan sistem keuangan sekolah berbasis teknologi untuk mendukung transformasi society 50
pengaruh literasi keuangan digital payment dan kemampuan menyusun laporan keuangan terhadap kinerja umkm
penguatan umkm melalui pembayaran digital strategi digital marketing dalam era baru
pengembangan sistem transportasi masa depan mobilitas berkelanjutan dan otonom di jawa barat
konsep kota pintar dalam penerapan sistem pembayaran menggunakan kode qr pada pemesanan tiket elektronik
narrative review sistem transportasi publik di smart city jakarta untuk mengurangi kemacetan
pengembangan sistem angkutan kota angkot pintar smart public transportation dalam mewujudkan kota pintar smart city
